provincia,poblacion,total,nuevas,lat,lng,semana,anio
Pichincha,3228233,69513,2686,"-0,218611","-78,509722",48,2020
Santa Elena,401178,2128,225,"-2,2267","-80,8583",48,2020
Sto. Domingo Tsáchilas,511151,5515,63,"-0,254167","-79,171944",48,2020
Sucumbíos,230503,2893,26,"0,084722","-76,882778",48,2020
Tungurahua,590600,6668,200,"-1,241667","-78,619722",48,2020
Zamora Chinchipe,120416,1610,8,"-4,12","-78,8",48,2020
Azuay,881394,12271,428,"-2,897414","-79,004481",49,2020
Bolívar,209933,2427,47,"-1,605556","-79,003056",49,2020
Carchi,186869,3346,62,"0,81218","-77,71633",49,2020
Cañar,281396,2520,101,"-2,733333","-78,833333",49,2020
Chimborazo,524004,2919,79,"-1,674347","-78,648294",49,2020
Cotopaxi,488716,5199,109,"-0,933333","-78,616667",49,2020
El Oro,715751,7541,179,"-3,266667","-79,966667",49,2020
Esmeraldas,591083,4873,28,"1,05","-79,2",49,2020
Galápagos,33042,847,260,"-0,8","-89,4",49,2020
Guayas,4387434,25452,1175,"-2,183333","-79,883333",49,2020
Imbabura,476257,5602,195,"0,362678","-78,130667",49,2020
Loja,521154,7150,188,"-3,983333","-79,2",49,2020
Los Ríos,921763,4600,147,"-1,8","-79,533333",49,2020
Manabí,1562079,13586,763,"-1,056181","-80,455217",49,2020
Morona Santiago,196535,3348,66,"-2,3","-78,116667",49,2020
Napo,133705,1574,40,"-0,989","-77,8159",49,2020
Orellana,161338,2096,32,"-0,466667","-76,966667",49,2020
Pastaza,114202,2347,9,"-1,066667","-78,001111",49,2020
Pichincha,3228233,70958,1445,"-0,218611","-78,509722",49,2020
Santa Elena,401178,2231,103,"-2,2267","-80,8583",49,2020
Sto. Domingo Tsáchilas,511151,5689,174,"-0,254167","-79,171944",49,2020
Sucumbíos,230503,2909,16,"0,084722","-76,882778",49,2020
Tungurahua,590600,6892,224,"-1,241667","-78,619722",49,2020
Zamora Chinchipe,120416,1621,11,"-4,12","-78,8",49,2020
Azuay,881394,12655,384,"-2,897414","-79,004481",50,2020
Bolívar,209933,2463,36,"-1,605556","-79,003056",50,2020
Carchi,186869,3398,52,"0,81218","-77,71633",50,2020
Cañar,281396,2576,56,"-2,733333","-78,833333",50,2020
Chimborazo,524004,2978,59,"-1,674347","-78,648294",50,2020
Cotopaxi,488716,5274,75,"-0,933333","-78,616667",50,2020
El Oro,715751,7730,189,"-3,266667","-79,966667",50,2020
Esmeraldas,591083,4935,62,"1,05","-79,2",50,2020
Galápagos,33042,861,14,"-0,8","-89,4",50,2020
Guayas,4387434,26078,626,"-2,183333","-79,883333",50,2020
Imbabura,476257,5686,84,"0,362678","-78,130667",50,2020
Loja,521154,7242,92,"-3,983333","-79,2",50,2020
Los Ríos,921763,4707,107,"-1,8","-79,533333",50,2020
Manabí,1562079,14059,473,"-1,056181","-80,455217",50,2020
Morona Santiago,196535,3422,74,"-2,3","-78,116667",50,2020
Napo,133705,1604,30,"-0,989","-77,8159",50,2020
Orellana,161338,2100,4,"-0,466667","-76,966667",50,2020
Pastaza,114202,2360,13,"-1,066667","-78,001111",50,2020
Pichincha,3228233,72290,1332,"-0,218611","-78,509722",50,2020
Santa Elena,401178,2416,185,"-2,2267","-80,8583",50,2020
Sto. Domingo Tsáchilas,511151,5743,54,"-0,254167","-79,171944",50,2020
Sucumbíos,230503,2934,25,"0,084722","-76,882778",50,2020
Tungurahua,590600,6971,79,"-1,241667","-78,619722",50,2020
Zamora Chinchipe,120416,1628,7,"-4,12","-78,8",50,2020
Azuay,881394,13106,451,"-2,897414","-79,004481",51,2020
Bolívar,209933,2491,28,"-1,605556","-79,003056",51,2020
Carchi,186869,3469,71,"0,81218","-77,71633",51,2020
Cañar,281396,2672,96,"-2,733333","-78,833333",51,2020
Chimborazo,524004,3080,102,"-1,674347","-78,648294",51,2020
Cotopaxi,488716,5412,138,"-0,933333","-78,616667",51,2020
El Oro,715751,7985,255,"-3,266667","-79,966667",51,2020
Esmeraldas,591083,5000,65,"1,05","-79,2",51,2020
Galápagos,33042,893,32,"-0,8","-89,4",51,2020
Guayas,4387434,26564,486,"-2,183333","-79,883333",51,2020
Imbabura,476257,5816,130,"0,362678","-78,130667",51,2020
Loja,521154,7362,120,"-3,983333","-79,2",51,2020
Los Ríos,921763,4789,82,"-1,8","-79,533333",51,2020
Manabí,1562079,14355,296,"-1,056181","-80,455217",51,2020
Morona Santiago,196535,3541,119,"-2,3","-78,116667",51,2020
Napo,133705,1631,27,"-0,989","-77,8159",51,2020
Orellana,161338,2103,3,"-0,466667","-76,966667",51,2020
Pastaza,114202,2376,16,"-1,066667","-78,001111",51,2020
Pichincha,3228233,73561,1271,"-0,218611","-78,509722",51,2020
Santa Elena,401178,2515,99,"-2,2267","-80,8583",51,2020
Sto. Domingo Tsáchilas,511151,5777,34,"-0,254167","-79,171944",51,2020
Sucumbíos,230503,2973,39,"0,084722","-76,882778",51,2020
Tungurahua,590600,7148,177,"-1,241667","-78,619722",51,2020
Zamora Chinchipe,120416,1638,10,"-4,12","-78,8",51,2020
Azuay,881394,13391,285,"-2,897414","-79,004481",52,2020
Bolívar,209933,2516,25,"-1,605556","-79,003056",52,2020
Carchi,186869,3568,99,"0,81218","-77,71633",52,2020
Cañar,281396,2768,96,"-2,733333","-78,833333",52,2020
Chimborazo,524004,3178,98,"-1,674347","-78,648294",52,2020
Cotopaxi,488716,5536,124,"-0,933333","-78,616667",52,2020
El Oro,715751,8153,168,"-3,266667","-79,966667",52,2020
Esmeraldas,591083,5017,17,"1,05","-79,2",52,2020
Galápagos,33042,903,10,"-0,8","-89,4",52,2020
Guayas,4387434,26876,312,"-2,183333","-79,883333",52,2020
Imbabura,476257,5950,134,"0,362678","-78,130667",52,2020
Loja,521154,7480,118,"-3,983333","-79,2",52,2020
Los Ríos,921763,4846,57,"-1,8","-79,533333",52,2020
Manabí,1562079,14729,374,"-1,056181","-80,455217",52,2020
Morona Santiago,196535,3631,90,"-2,3","-78,116667",52,2020
Napo,133705,1657,26,"-0,989","-77,8159",52,2020
Orellana,161338,2106,3,"-0,466667","-76,966667",52,2020
Pastaza,114202,2403,27,"-1,066667","-78,001111",52,2020
Pichincha,3228233,74282,721,"-0,218611","-78,509722",52,2020
Santa Elena,401178,2582,67,"-2,2267","-80,8583",52,2020
Sto. Domingo Tsáchilas,511151,5821,44,"-0,254167","-79,171944",52,2020
Sucumbíos,230503,2985,12,"0,084722","-76,882778",52,2020
Tungurahua,590600,7322,174,"-1,241667","-78,619722",52,2020
Zamora Chinchipe,120416,1655,17,"-4,12","-78,8",52,2020
Azuay,881394,13769,378,"-2,897414","-79,004481",53,2020
Bolívar,209933,2547,31,"-1,605556","-79,003056",53,2020
Carchi,186869,3713,145,"0,81218","-77,71633",53,2020
Cañar,281396,2891,123,"-2,733333","-78,833333",53,2020
Chimborazo,524004,3287,109,"-1,674347","-78,648294",53,2020
Cotopaxi,488716,5760,224,"-0,933333","-78,616667",53,2020
El Oro,715751,8438,285,"-3,266667","-79,966667",53,2020
Esmeraldas,591083,5060,43,"1,05","-79,2",53,2020
Galápagos,33042,922,19,"-0,8","-89,4",53,2020
Guayas,4387434,27630,754,"-2,183333","-79,883333",53,2020
Imbabura,476257,6134,184,"0,362678","-78,130667",53,2020
Loja,521154,7669,189,"-3,983333","-79,2",53,2020
Los Ríos,921763,4953,107,"-1,8","-79,533333",53,2020
Manabí,1562079,15132,403,"-1,056181","-80,455217",53,2020
Morona Santiago,196535,3721,90,"-2,3","-78,116667",53,2020
Napo,133705,1694,37,"-0,989","-77,8159",53,2020
Orellana,161338,2118,12,"-0,466667","-76,966667",53,2020
Pastaza,114202,2415,12,"-1,066667","-78,001111",53,2020
Pichincha,3228233,75878,1596,"-0,218611","-78,509722",53,2020
Santa Elena,401178,2671,89,"-2,2267","-80,8583",53,2020
Sto. Domingo Tsáchilas,511151,5929,108,"-0,254167","-79,171944",53,2020
Sucumbíos,230503,3032,47,"0,084722","-76,882778",53,2020
Tungurahua,590600,7578,256,"-1,241667","-78,619722",53,2020
Zamora Chinchipe,120416,1673,18,"-4,12","-78,8",53,2020
